company_name,job_categories,job_experience,job_level,job_link,job_location,job_requirement,job_role_resp,job_salaries_max,job_salaries_min,job_salaries_type,job_skills,job_title,job_type
VALID ASIA PRIVATE LIMITED,"Engineering, Information Technology",,Professional,https://www.mycareersfuture.sg/job/assistant-engineer-%E2%80%93-data-generation-valid-asia-6c52e1c2b0aab756d92c86b4ea8771c6,"STARHUB GREEN, 67 UBI AVENUE 1 408942","Minimum Poly Diploma in IT or Engineering,1 year (Assistant)/ 3 years working experience in IT related field.,Good working knowledge on Windows 7/8/10, MS Office suite.,Candidates with programming background will have added advantage.","Responsible for all data generation process for Telco (SIM),Proper, accurate and timely documentation and update of records for data generation.,Security & Quality for data generation processes and data generation room.,Ensure Quality production at Subcontractors’ site.,Detailed outline of position:,1. Data Generation operation,Perform data generation tasks and steps for commercial order according to procedures and as per instruction.,Maintain proper records and documentation for data generation processes.,Ensure data integrity and correctness of data generated.,To check and counter check the production data and customer data are correct and 100% compliance to the written specification before distribution.,2. Order transfer to production sites,To collect all required data into a package and transfer to the production sites.,To compile the transfer documentation and cross check the data to be transferred.,To prepare PJR (Production Job Request) and ensure VALID quality processes is followed by the subcontractors,To check initial production log from the production sites, ensuring the job is setup correctly.,3. Sending Output files to the customer,To generate the output file according to customers’ specification.,Check and counter check the quality of the data.,To send the output files to the customer timely.,4. General,Ensure strictest confidentiality, integrity and safety of customer input data/files and output/response data/files.,Adhere to all security procedures defined. Ensure that all security procedures and guidelines are followed for data generation and also production.","$3,400","$2,300",Monthly,"Agile Methodologies,C,C#,C++,CSS,Eclipse,Git,HTML,Java,JavaScript,jQuery,Linux,MySQL,PHP,Python,Software Development,Software Engineering,SQL,Web Services,XML",Assistant /  Engineer – Data Generation,Permanent
NTUC ENTERPRISE CO-OPERATIVE LTD,Information Technology,,Executive,https://www.mycareersfuture.sg/job/data-engineer-ntuc-enterprise-co-operative-a118578b8fe7de0f58393562c0cdcd4e,,"Advanced degree in computer science, computer engineering, or other technical fields (or) equivalent experience.,4+ years’ experience having developed data engineering capabilities for large and complex franchises.,Strong data modeling (Kimball Preferred), system/schema design, SQL and ETL/ELT implementation skills,Thorough knowledge of any one modern columnar, distributed and MPP based RDBMS systems. Preferably AWS Redshift or Azure Cosmos DB.,Any one pipeline orchestration tool: AWS Batch, Airflow, Jenkins, Oozie, etc.,Hands-on experience in any 1 modern programming language (Java/Python preferred),Extensive experience of building platform which are “horizontally scalable”, “highly available (Three 9s or higher)” and “fully automated maintenance” on top of AWS, GCP, Azure or Ali-Cloud.,“Hands-on” experience of integrating open-source Big data technologies like Hive, Presto, Spark, Apache Ignite into traditional systems.,Good understanding basic DBMS and operating system concepts.,Frugality is in your thought and you strongly advocate using open source technologies.,You write Neat, Optimized, Well documented and Self-maintainable code.,Self-motivated and proactive, willing to learn new things, deliver best solution in most tensed situation.,Good communication skills, strong team player and mentorship s","COMPANY DESCRIPTION,NTUC Enterprise is the holding entity and single largest shareholder of the NTUC Social Enterprises. NTUC Enterprise aims to create a greater social force to do good by harnessing the capabilities of the social enterprises to meet pressing social needs in areas like health and eldercare, childcare, daily essentials, cooked food and financial services. Serving over two million customers, NTUC Enterprise wants to enable and empower all in Singapore to live better and more meaningful lives.,RESPONSIBILITIES,As a Senior Data Engineer/ Data Engineer, you will be getting,“first-hand”,break to engineer data analytics platform which will include architectural design, infrastructure setup, building data pipelines, integrate with data lakes and integrating data mining models into data pipelines.,Understand, brain-storm and integrate data from different internal as well as external platforms (including mobile event streams) to help organization to deliver top notch customer experience.,Work closely with tech heads (CXOs, Business Leaders, Engineering Managers) and their external vendors in defining and building enterprise data exchange platforms.,Design, build, support and optimize new and existing data models and ETL processes.,Develop and support the data pipeline to integrate new data from various data sources with emerging data technologies.,Define and manage SLA for all data processes and own data quality issues.","$8,000","$4,000",Monthly,"Analysis,Business Analysis,Business Strategy,Corporate Finance,Data Analysis,Equities,Financial Analysis,Financial Modeling,Investment Banking,Investments,Leadership,Management,Microsoft Excel,Microsoft Office,Process Improvement,Project Management,Research,Strategic Planning,Strategy,Valuation",Data Engineer,Full Time
NTUC ENTERPRISE CO-OPERATIVE LTD,Information Technology,,Executive,https://www.mycareersfuture.sg/job/data-engineer-ntuc-enterprise-co-operative-a1e1648c7fd2a8fcbd5ab23042e77a88,,"Advanced degree in computer science, computer engineering, or other technical fields (or) equivalent experience.,4+ years’ experience having developed data engineering capabilities for large and complex franchises.,Strong data modeling (Kimball Preferred), system/schema design, SQL and ETL/ELT implementation skills,Thorough knowledge of any one modern columnar, distributed and MPP based RDBMS systems. Preferably AWS Redshift or Azure Cosmos DB.,Any one pipeline orchestration tool: AWS Batch, Airflow, Jenkins, Oozie, etc.,Hands-on experience in any 1 modern programming language (Java/Python preferred),Extensive experience of building platform which are “horizontally scalable”, “highly available (Three 9s or higher)” and “fully automated maintenance” on top of AWS, GCP, Azure or Ali-Cloud.,“Hands-on” experience of integrating open-source Big data technologies like Hive, Presto, Spark, Apache Ignite into traditional systems.,Good understanding basic DBMS and operating system concepts.,Frugality is in your thought and you strongly advocate using open source technologies.,You write Neat, Optimized, Well documented and Self-maintainable code.,Self-motivated and proactive, willing to learn new things, deliver best solution in most tensed situation.,Good communication skills, strong team player and mentorship","COMPANY DESCRIPTION,NTUC Enterprise is the holding entity and single largest shareholder of the NTUC Social Enterprises. NTUC Enterprise aims to create a greater social force to do good by harnessing the capabilities of the social enterprises to meet pressing social needs in areas like health and eldercare, childcare, daily essentials, cooked food and financial services. Serving over two million customers, NTUC Enterprise wants to enable and empower all in Singapore to live better and more meaningful lives.,RESPONSIBILITIES,As a Senior Data Engineer/ Data Engineer, you will be getting,“first-hand”,break to engineer data analytics platform which will include architectural design, infrastructure setup, building data pipelines, integrate with data lakes and integrating data mining models into data pipelines.,Understand, brain-storm and integrate data from different internal as well as external platforms (including mobile event streams) to help organization to deliver top notch customer experience.,Work closely with tech heads (CXOs, Business Leaders, Engineering Managers) and their external vendors in defining and building enterprise data exchange platforms.,Design, build, support and optimize new and existing data models and ETL processes.,Develop and support the data pipeline to integrate new data from various data sources with emerging data technologies.,Define and manage SLA for all data processes and own data quality issues.","$8,000","$4,000",Monthly,"Analysis,Business Analysis,Business Strategy,Corporate Finance,Data Analysis,Equities,Financial Analysis,Financial Modeling,Investment Banking,Investments,Leadership,Management,Microsoft Excel,Microsoft Office,Process Improvement,Project Management,Research,Strategic Planning,Strategy,Valuation",Data Engineer,Full Time
DEZIRE TECHNOLOGIES PTE. LTD.,Information Technology,,Junior Executive,https://www.mycareersfuture.sg/job/project-executive-dezire-technologies-5743c9ffa10568fb93ee6b8e854f7e9f,,"Candidate should possess a Degree / Diploma in Computer Science, Engineering.,1.    Good planning and co-ordination skills.,2.    Strong writing, verbal communication and presentation skills.,3.    Good team player, responsible and conscientious.,4.    Resourceful, independent, responsive and pro-active.,5.    Experience with office productivity suites such as Microsoft Office and Microsoft Project.,6.    At least 3 year of working experience in Information Technology (IT) projects.,7.    At least 1 year of working experience in data migration projects.","1.      Work with the business users, Data Migration (DM) and Functional team to achieve milestone delivery for Project data migration schedule.,2.      Participate in data mapping sessions on data extraction criteria, mapping, validation and transformation/conversion rules.,3.      Review the data mapping rules and complete the required work within agreed timeline.,4.      Maintain and keep track of the data migration requests put forward by the business users. Ensure proper endorsement obtained by the user authority and all requests are attended to, completed within the timeline and instil proper closure accordingly.,5.      Liaise with the data owners/users for the source systems data related issues.,6.      Develop functional and technical specification for source systems extracts and data loading programs.,7.      Verify and confirm the availability of data to meet Project data migration requirements, work with business users and Project team to recommend suitable default value or formula to derive those data not found in the source systems.,8.      Develop data migration programs and tools based on data mapping specifications and ensure that the development and use of the data migration programs comply with the standards, guidelines, validation and transformation rules governing the source/target systems and data.","$5,000","$4,000",Monthly,"Business Analysis,Business Development,Business Process Improvement,Business Strategy,Construction,Construction Management,Contract Management,CRM,Digital Marketing,Integration,IT Service Management,IT Strategy,Leadership,Management,Marketing,Marketing Communications,Program Management,Project Management,Project Planning,Strategy",Project Executive (Data Migration),Full Time
Singapore Tourism Board,Information Technology,,Professional,https://www.mycareersfuture.sg/job/consultant-senior-consultant-singapore-tourism-board-2c852c5beb2bc020b6dd0750ded072b1,"TOURISM COURT, 1 ORCHARD SPRING LANE 247729","At least 5 years of working experience, preferably in a similar role,Strong analytical and quantitative skills.  Knowledge of data quality concepts.,Good communication skills,Stakeholder management & Relationship building,Business process management/re-engineering,Possess understanding of data related government regulatory requirements,Experience in communicating complex issues and data concepts","Purpose of job :,Develop, communicate and implement data standards and processes to ensure quality and integrity of data assets.,Ensure compliance to government data policies and regulations, as well as advise on data to be collected to serve business needs.,Drive data quality culture by working with business units to define and monitor data quality metrics, analyze metrics results and conduct root cause analysis.,Main Responsibilities:,Responsible for overall management and strategy planning for data quality,Set data standards across STB to ensure quality and integrity of data,Develop, communicate and implement processes to be followed for data quality and metadata management,Manage data integration to create a robust tourism data hub,Identify common dimension tables across multiple datasets to enable data consistency and integration.  Ensure tables are up to date and meet business needs,Ensure data quality metrics and performances are formally reported, internally and externally as required,Work with and provide feedback to relevant business units to enhance quality of information collected,Create effective awareness campaign to promote data quality excellence,Implement audits for data quality","$6,000","$4,000",Monthly,"Analysis,Business Analysis,Business Development,Business Strategy,Change Management,Entrepreneurship,Integration,Leadership,Management,Management Consulting,Marketing,Marketing Strategy,Program Management,Project Management,Research,Social Media,Start-ups,Strategic Planning,Strategy,Training",Consultant  /  Senior Consultant (Data Quality),Permanent
SAP ASIA PTE. LTD.,Consulting ,,Professional,https://www.mycareersfuture.sg/job/presales-specialist-data-science-sap-asia-e29935b68cb10990b9920fead69107e7,"MAPLETREE BUSINESS CITY, 30 PASIR PANJANG ROAD 117440","WORK EXPERIENCE,>4 years of hands-on Full stack Applications / Solutions architecture, design and development","PURPOSE AND OBJECTIVES,We are looking for highly motivated and customer-focused individual to build Advanced Analytics and Data Science capabilities within Presales.,In the context of Digital Transformation, customers are looking at unlocking value from extensive amounts of data generated by business applications, things & social interactions. SAP has the unique ability to partner with customers in this journey with the capabilities of the Data Management Platform powered by SAP HANA. The role of Advanced Analytics Expert and Data Scientist to co-innovate with customers in Asia Pacific & Japan in generating insights through their data using SAP Data Management Platform, architecting target solutions and creating a roadmap.,EXPECTATIONS AND TASKS,This is a customer facing role & you will support the Market Units in APJ in driving the sales process by architecting big data solutions, creating insights  based on massive amounts of customer data using Advanced Analytics tools like SAP HANA, SAP Cloud Platform & SAP Leonardo Big Data & Machine Learning and create a long term roadmap for the customer,Understand the requirements by working with customers or Presales Specialists in the Market Units,Work collaboratively to architect and implement data-science solutions, mapping the data processing flow from raw data or data stores, to identifying optimal data analytics approaches, to data visualization and working with users to optimize the user experience,Support and coach developers who are involved in the project,Presentation of solutions, architecture and roadmap to customers and help the account team to progress the deal,Thought leadership on technology and ideation and creation of futuristic applications & reference architectures,EDUCATION AND QUALIFICATIONS / SKILLS AND COMPETENCIES,Bachelor or Masters degree in Computer Science,Hands on experience in developing innovative applications using modern technology platforms and cloud infrastructures such as AWS, Azure, or SAP Cloud Platform,Programming expertise in Java, Java Script, Python, R, HTML5 & web development frameworks like Spring & Play,Data modeling in both SQL & NoSQL Databases,Programming experience in HANA XS using the various capabilities like graph engine, text search, predictive etc,Experience in Hadoop tool sets (HIVE, Spark, Kafka, MapReduce etc),Exposure to machine learning (Tensorflow, Scikit–learn, MLlib etc),Degree in Statistics, applied mathematics or operations research background is preferable,Very high proficiency in customer communications, presentations and demonstration is required.,Ability and willingness to undertake customer related travel on short notice.,Fluency in English is a MUST, any other language an asset.","$8,000","$6,000",Monthly,"Business Analysis,Business Development,Business Intelligence,Cisco Technologies,Cloud Computing,CRM,Data Center,Enterprise Software,Managed Services,Management,Pre-sales,SaaS,Security,Solution Architecture,Solution Selling,Storage,Storage Area Networks,Unified Communications,Virtualization,VMware",Presales Specialist - Data Science,Full Time
NTUC ENTERPRISE NEXUS CO-OPERATIVE LIMITED,"Information Technology, Others",,"Professional, Executive, Senior Executive",https://www.mycareersfuture.sg/job/data-scientist-ntuc-enterprise-nexus-co-operative-892da7cd8e95ca26dd6d96a07bea58c9,,"Requirements:,·       Master in Statistics, Computer Science, Operations Research.,·       Familiarity with consumer marketing and ideally have industry experience (e.g. Retail, consumer banking, ecommerce, insurance etc),·       Deep understanding of statistical analysis, data mining and machine learning,·       Experience in working with large structured and unstructured data sets,·       Team player to build strong business partnerships,·       Have competency in one or more of the following programming languages or tools:  Python, R, Spark, Hive, Impala Pig or Scala,·       Ability to write production code will be an advantage","The rapid adoption of technology and mobile devices have contributed to vast new flows of information which are larger in volume, faster in velocity, diverse in variety, and requires veracity of the information for use. This new type of information composed of structured and unstructured data, broadly known as big data (and combined with tools and platforms), if utilized well, could radically improve business performance.,As the organization embarks to become a data-driven organization, significant decisions and value generation will be based on the data that we capture and deploy. The 7 SE’s range in a broad scope of data from FairPrice (retail), Income (insurance), Unity (healthcare), FoodFare (F&B), LearningHub (training), First Campus(ECE), Link (membership). The leaders of these groups are keen to utilize the data to drive growth, deliver customer service, and create personalized experiences. In this role you will work with various industries and most diverse datasets in Singapore.,We are seeking a strong candidate with advanced analytics experience to fill a data scientist position within NTUC Advanced Analytics Centre.  The role will be responsible for executing analysis and data science modelling that delivers valuable insights, providing predictive analytics solution with high quality and make sure the deployment with sound business sense. You will be proficient in the application of customer transaction data, click-streaming data and unstructured data & analytics techniques to domain specific problems such as customer segmentation and targeting, cross- sell/up-sell propensity model, acquisition model, retention model and marketing campaign testing, recommendation and personalization etc.,Responsibilities:,·       Work with various teams to plan, identify, collect and integrate data from multiple systems,·       Building and automate of the data workflows such as extraction, transformation and load (ETL) to transform raw data for analytic purpose,·       Define analytical strategy to address identified opportunities, including analytical approaches, data and technology requirements.,·       Develop models and perform statistical analysis to solve various strategic business problems,  e.g. customer segmentation and targeting, propensity model, acquisition model, retention model and perform marketing campaign testing.,·       Communicate and present key analytical findings to senior management and/or other stakeholders with actionable recommendations.,·       Deploy analytical/optimization solutions to drive growth,·       Work with other data scientists in the team to drive projects","$7,000","$4,000",Monthly,"Analysis,Business Analysis,Clinical Data Management,Clinical Trials,Data Analysis,Data Management,Databases,Earth Science,EDC,GCP,Information Management,Leadership,Management,Microsoft Office,Microsoft SQL Server,Oracle Clinical,Program Management,Project Management,Research,SQL",Data Scientist,Full Time
FRIARTUCK PTE LTD,"Consulting , Information Technology",,"Professional, Executive, Senior Executive",https://www.mycareersfuture.sg/job/data-engineer-friartuck-e8e662f966d095b2b32e8e377867d458,"THE ALPHA, 10 SCIENCE PARK ROAD 117684","Responsibilities,Build the infrastructure and set up routines for optimal ETL for data from wide varieties of data sources utilizing SQL,Design and build normalized and denormalized database solutions using healthcare industry best practices for data warehousing for specific client requirements, using Microsoft SQL Server Database programming (stored procedures and database design),Work with internal stakeholders to understand business needs for data structure, availability, scalability and accessibility; support translation of these data business needs into technical system requirements and build greater functionality to our data systems,Identify opportunities for improvements and provide ongoing optimization, monitoring and tracking of data flow/ pipeline architecture,Provide data management support to users,Develop technical and training manuals,Requirements,BSc degree in Computer Science or relevant field,5-7 years of experience as a database developer or database engineer,In-depth understanding of data management (e.g. permissions, recovery, security and monitoring) and Relational Database Management Systems,Knowledge of software development and user interface web applications,Hands on experience with SQL,An ability to understand front-end users' requirements and a problem-solving attitude,Benefits,Opportunity to work with senior stakeholders and lead high-value projects with large enterprise clients,Opportunity to work on our cutting edge AI and optimization software,Competitive salary package","We are looking for a savvy,Data Engineer,to join our growing team of analytics experts. The hire will be responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross-functional teams. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. He/She must be self-directed and comfortable supporting the data needs of multiple teams, systems and products. The right candidate will be excited by the prospect of optimizing or even re-designing our company’s data architecture to support our next generation of products and data initiatives.","$8,000","$6,000",Monthly,"Access,Business Analysis,Business Intelligence,Data Analysis,Database Design,Databases,HTML,Integration,Management,Microsoft Excel,Microsoft SQL Server,Process Improvement,Program Management,Project Management,SDLC,SharePoint,SQL,T-SQL,Visio,Windows",Data Engineer,"Permanent, Full Time"
MEGAMIND CONSULTING PTE. LTD.,Information Technology,,Professional,https://www.mycareersfuture.sg/job/data-integration-architect-megamind-consulting-a333006714333386a028e7d79aba859b,"SAMSUNG HUB, 3 CHURCH STREET 049483","kills,You are familiar with...,Data Integration & Federation:,·       e.g. SAP, IBM, Oracle, Microsoft, Informatica, Ab Initio, and data integration tools for Hadoop-based architectures.,Data Repositories:,·       e.g. Oracle, Teradata, SQL Server, Netezza, DB2, Greenplum, Amazon Redshift, Cassandra, Hadoop.,EA License No. 14C7181 Reg No. R1222538","As a Data Architect, you will work with our business teams to enable the design and build of repeatable analytics solutions, and to help drive innovation through proof of concepts and underlying capabilities.,Accountabilities,We seek an individual who will embody a collaborative approach in bringing both business and technology stakeholders together to deliver technology solutions that enable tangible business benefits.,What you will do...,·       Own the definition of data architecture components for information management solutions to facilitate storage, integration, usage, access, and delivery of data assets across the enterprise.,·       Produce and approve architecture diagrams for enterprise data and analytics solutions including conceptual, logical and physical.,·       Architecting conceptual, logical and physical data models using data modelling approaches (e.g. 3NF relational, Kimball dimensional) in standard modelling tools.,·       Designing the data integration architecture based on solution requirements e.g. real-time, near real-time, batch.,·       Support, Define and manage work packages that deliver elements of an information management solution e.g. data warehouse, data mart, ETL service, operational data store.,·       Solve the challenge of integrating disparate sources of enterprise data and information to model and visualize their businesses and derive insight.,·       Develop and maintain long lasting relationships with senior stakeholders, both during and outside of project delivery.,·       Supporting a data design work-stream in an agile delivery or on a large-scale ‘waterfall’ delivery project for an enterprise data warehouse or reporting solution.,·       Lead the design of the architecture for an on-premises or cloud-based, data warehouse, or big data solution; this could cover several technologies, countries and lines of business.,·       Lead and Assist in the further development of our capability through proof-of-concepts.","$9,000","$6,500",Monthly,"Business Analysis,Business Intelligence,Data Analysis,Data Architecture,Data Integration,Data Modeling,Data Warehouse Architecture,Data Warehousing,Database Design,Databases,Enterprise Architecture,ETL,Integration,Master Data Management,Microsoft SQL Server,Oracle,PL/SQL,Requirements Analysis,SDLC,SQL",Data Integration Architect,Full Time
GIC PRIVATE LIMITED,Banking and Finance,,Middle Management,https://www.mycareersfuture.sg/job/associate-data-engineer-gic-55a22c4264e591bcaee716bce709fb60,"CAPITAL TOWER, 168 ROBINSON ROAD 068912","Requirements,Good degree in Computer Engineering, Computer Science or Information Systems.,Highly proficient in Python.,Around 1-3 years’ of relevant experience in data warehousing, SQL stored procedures, ETL, data pipeline building and data analysis.,Strong analytical and organization skills, with the ability to collect, organise, analyse, and disseminate significant amounts of information with attention to detail and accuracy.,Good team player.,Motivated and driven, able to work independently on technical projects.,Experience in processing data in SQL databases and big data platforms such as Hadoop.,Familiarity with open sourced platforms and libraries such as Spark, Alteryx, D3.js, Hadoop, Solr, Elasticsearch,Knowledge of dashboard creation and visualisation using Tableau and D3.js will be an added advantage.,Please submit your job application to the following link :,https://career10.successfactors.com/sfcareer/jobreqcareer?jobId=5893&company=gicprivate&username=","Internal Audit Department (IAD),Internal Audit Department (IAD) has been tasked with the mandate to foster a strong governance and control environment in GIC.  IAD provides an independent assessment of GIC’s governance, risk management and internal control environment to key stakeholders including the Board of Directors and senior management. IAD acts as a trusted business partner working closely with the GIC group of companies and investment holding entities to bring about positive changes to the control environment and culture and thereby support senior management decision making.,We are looking for a suitable candidate to join the,Internal Audit Data Analytics,team.,IAD has leveraged data science to achieve greater risk coverage, stronger assurance and deeper business insight. Our data science capabilities include machine learning for anomaly detection and risk identification, the use of Natural Language Processing (NLP) to analyze unstructured data, and proficiency in “Big Data” platforms for efficient analysis of vast datasets. These capabilities have allowed IAD to progress towards a systematic, continuous audit approach with multi-dimensional analysis of complete data sets. With the strategy of integrating data science as a key IAD competency, existing talent are also equipped with new skillsets around the use of data analytics, programming languages and visualization tools.,Responsibilities,Analyse heterogeneous and unstructured data, and generate actionable insights to enhance risk and control activities.,Work on Big Data infrastructure such as Hadoop to efficiently search data on very large datasets.,Work closely with business stakeholders to analyse large data sets, trends and results to drive data-driven operational risk decisions.,Collaborate with an existing internal community of data scientists to solve complex problems and influence change.,Keep abreast of market developments in data analytics and recommend adoption of best practices into GIC.","$9,000","$4,500",Monthly,"Business Development,Business Strategy,Customer Service,Due Diligence,Financial Analysis,Financial Modeling,Leadership,Management,Marketing,Mergers & Acquisitions,Microsoft Excel,Microsoft Office,Private Equity,Project Management,Public Speaking,Research,Social Media,Strategic Planning,Strategy,Valuation","Associate, Data Engineer",Full Time
DENTSU AEGIS NETWORK HUB2050,"Engineering, Information Technology, Sciences / Laboratory / R&D",,Executive,https://www.mycareersfuture.sg/job/data-scientist-dentsu-aegis-network-hub2050-558ef521adf106695584d1c1592cdeff,"GUOCO TOWER, 1 WALLICH STREET 078881","PERSON SPECIFICATION:,We invite people passionate about data, intelligence and application of same in the market place to join a growing team.,You have to be a self-starter, motivated and yet collaborative. You can think on your feet, connect disparate dots, imagine connections and importantly, craft approaches to turn ideas and imagination into real capabilities, inspired by data. You are excited by your work going live in the market with clients and teams around the world.,PhD/Masters in Computer Science or Computer Engineering, with specialisation in deep learning or similar,Proven working experience in machine and deep learning projects, especially in using deep learning,​Experience handling imbalanced data classes,Able to generate relevant outputs that are not always seen in training data ​,Embedded knowledge,Experience handling large search spaces effectively and efficiently,Familiar with Python, Tensorflow, Keras,Experience in dealing with large unstructured data sets,Good understanding of big data architectures and solutions,Good leadership skills,Capable in leading a young team of data science analysts,Proactive, customer-oriented and results-oriented,Excellent track record in being part of a team that has deployed industrial-scaled, cutting-edge and commercial initiatives","This is an exciting time to join Dentsu Aegis Network (DAN) as we focus on becoming a 100% digital economy business by 2020 through content, media and commerce. We are well placed to build capability, scale and sustainable growth as a high performance business. Our strategy is driven by our unique culture with one vision (to innovate the way brands are built), one set of values and a unique operating model which drives collaboration, client focus and attention.,Dentsu Aegis Network believes that everybody should be treated equitably. We are committed to creating an inclusive, diverse and collaborative environment that enables our people to do what they do best – innovating the way brands are built. This is regardless of age, race, disability, sexual orientation, gender, marital, civil partnership or parental status, religion or belief. As a global organisation, we offer fair employment and advancement opportunities for our employees to succeed and advance within their profession, both in Singapore and around the world.,BACKGROUND:,About Dentsu Aegis Network,Dentsu Aegis Network helps clients build consumer relationships by communicating their products and brands effectively. Our distinctive and innovative range of products and services include marketing and communications strategies through digital marketing and creative execution, media planning and buying, creative services, technology applications, SEO, content creation, brand tracking and marketing analytics.,Find out more about us at https://www.dentsuaegisnetwork.com/,About Dentsu Aegis Network’s Global Data Innovation Centre,As the world of data continues to grow exponentially in the advent of connected devices, IoT, industrialised digitization of the economy and the way people move through digitized networks, Dentsu Aegis seeks to harness the power of data and transform this into intelligent applications, products and platforms.,The Dentsu Aegis Network Global Data Innovation Centre, hubbed in Singapore, is a strategic initiative to ensure that the Group harnesses this power effectively and at scale. This set up builds from the data innovation practice that was launched in 2012 and is now designed to deliver on global initiatives from Singapore.,KEY ACCOUNTABILITIES:,As a Data Scientist, you will be a key member of the Centre. You will play a leading role in developing analytics solutions and data capabilities that will enable us to be thought leaders in the practice of data and analytics.,You will work in a team of 4 – 5 talented Data Scientists and behavioural analysts.,On a day-to-day basis, your responsibilities can comprise of:,Being an effective bridge between the Centre, IT and our Global Big Data Infrastructure platform to ensure that the data work streams are effectively collected, organized and processed,Make data actionable by designing and building effective application programming interfaces -- APIs -- and services that allow the data to flow into any system that can make use of the information in real-time.,Technical expertise for design, development, implementation of information storage and retrieval, data flow and analysis and provide effective recommendations based on trades among data volumes, number of users, logical and physical distribution, response times, retention rules, security and domain controls.,Develops relational and/or Object-Oriented databases, database parser software and database leading software.,Maintains and updates for new development a set of records for, but not limited to, creating or recreating ad hoc queries, scripts, codes, and macros.","$10,000","$5,000",Monthly,"Business Intelligence,Business Objects,Data Governance,Data Integration,Data Modeling,Data Warehousing,Database Design,Databases,DB2,Enterprise Architecture,Erwin,ETL,Integration,Master Data Management,Microsoft SQL Server,Oracle,Performance Tuning,Requirements Analysis,SDLC,SQL",Data Scientist,Full Time
KRIS INFOTECH PTE. LTD.,Information Technology,,Non-executive,https://www.mycareersfuture.sg/job/senior-data-architecture-manager-kris-infotech-5cd048c5c4a61fe847bbe847cac3abac,"ROYAL ONE PHILLIP, 1 PHILLIP STREET 048692","Minimum 10 years of professional experience in big data, data warehousing, operational data stores, and large scale architecture and implementations.,Expertise in Big Data and Data Lake technologies.,Experience with Hadoop, Spark, Hortonwork, MapR, Cloudera, RDBMS, Hbase, and Stream Processing.,Experience with ETL, like Talend, Informatica.,Experience of building data lake solutions on AWS stack,Experience on Data Modelling,Experience in solution crafting and developing proposals to illustrate business value provided by technical solutions.,Strong understanding of data analytics and data visualization.,Drive change management of new data capabilities and architectural direction.","Build data lake, data warehouse and data APIs in FWD Singapore by using suitable technology.,Develop and implement the Data Strategy,Plan and monitor career development for each Data staff,Document data standards, requirement specifications, and business processes,KEY PERFORMANCE INDICATORS,Develop and maintain a data architecture roadmap indicating current, transition, and future state architectures to align with business and analytics strategy.,Lead a team of Data Engineers.,Develop Common Data Model and Schema.,Deliver data architectural initiatives that create value for Single View of Customer and MIS dashboard.,Stay current on emerging technologies; analyze, prototype and develop a point of view for core, enabling, and emerging technologies.,Develop framework, metrics, and reporting to ensure progress can be measured, evaluated and continually improved; communicate progress effectively with the executive team.,Develop data APIs to support different use cases/ systems to make data lake more operational.,Create data as service platform.,Manage Data Governance including dissemination of information and security aligning with the FWD SG Growth strategies revolving around Customer centric services strategy.,Should be able to work with the actuarial team to build models for data insights which will aid the business.","$12,000","$10,500",Monthly,"Business Intelligence,Business Objects,Data Governance,Data Integration,Data Modeling,Data Warehousing,Database Design,Databases,DB2,Enterprise Architecture,Erwin,ETL,Integration,Master Data Management,Microsoft SQL Server,Oracle,Performance Tuning,Requirements Analysis,SDLC,SQL",Senior Data Architecture Manager,Contract
