company_name,job_categories,job_experience,job_level,job_link,job_location,job_requirement,job_role_resp,job_salaries_max,job_salaries_min,job_salaries_type,job_skills,job_title,job_type 
CAPITA PTE. LTD.,Information Technology,,Professional,https://www.mycareersfuture.sg/job/data-analyst-capita-fdb16e6be6f64cccfb39d82107cb1132,"ASIA SQUARE TOWER 1, 8 MARINA VIEW 018960","Interested parties, please send your resume to dorothy.chern@capitasingapore.com or ITC1@capitasingapore.com,Only shortlisted applicants will be notified by our consultants.,Capita Pte Ltd | EA license no.: 08C2893,Chern Ye Tee Dorothy | REG No : R1654859","Responsibilities:,·         Design and develop data models to aid reporting and forecasting,·         Helping develop new reports, enhance existing reports and analysis.,·         Managing master data, including creation, updates, and deletion.,·         Managing security configuration, defining users and user roles.,·         Processing confidential data and information according to guidelines.,·         Managing and designing the reporting environment, including data sources, security, and metadata.,·         Supporting the data warehouse in identifying and revising reporting requirements.,·         Supporting initiatives for data integrity and normalization.,·         Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems.,·         Generating reports from single or multiple systems.,·         Troubleshooting the reporting database environment and reports.,·         Evaluating changes and updates to source production systems.,·         Training end users on new reports and dashboards, including documenting work instruction and user guide.,·         Providing technical expertise on data storage structures, data mining, and data cleansing.,Technical platforms,·         Required – Excellent knowledge in Excel and Excel datamodel,·         Preferred – experience in Power BI or Qlikview / Qliksense","$7,500","$4,500",Monthly,"Access,Analysis,Analytics,Business Analysis,Business Intelligence,Data Analysis,Data Mining,Databases,Management,Matlab,Microsoft Excel,Microsoft Office,PowerPoint,Project Management,R,Research,SAS,SPSS,SQL,Statistics",Data Analyst,"Permanent, Contract"
AIA SINGAPORE PRIVATE LIMITED,"Banking and Finance, Information Technology",,Professional,https://www.mycareersfuture.sg/job/data-analyst-data-management-aia-singapore-16a3c3a228354ff7749efaaae1e2e1f2,"AIA TOWER, 1 ROBINSON ROAD 048542","Degree qualification in Business, Engineering or IT related subject.,2+ years development experience with all the following or equivalent tools:,Tableau 2018.x with Server Administration advantageous.,R or Python.,Ability to manipulate and analyse complex, high-volume and high-dimensionality data from various sources.,Good understanding of design and architecture principles.,Team player who is detailed and deadline oriented, with a strong work ethic,Excellent communication skills.,Insurance or Financial services experience favourable.,Strong analytical and statistical analysis skills utilizing machine learning methodologies.,Motivated and confident performer who can present actionable insights and recommendations to the business.,Knowledge or experience of cloud computing is advantageous.,Knowledge or experience of data management and data ingestion is advantageous.","Work collaboratively with your Data, Analytics and BI colleagues to deliver on your objectives and openly share knowledge amongst the organisation.,Build and maintain strong effective relationships with key internal and external business stakeholders to ensure that your data analytics solutions meet the expectation of key business stakeholders.,Build dashboarding solutions utilising and linking a range of data with complex calculations and functions using Tableau and other tools over desktop and mobile devices.,Assess and understand the business requirements through liaison with the business stakeholders, Business Analysts and the Project Managers.,Quickly transform data into strategic actionable insights and recommendations to drive and support improvements in productivity, sales effectiveness and customer satisfaction through your dashboarding.,Support the Enterprise Data and Analytics COE in terms data acquisition and structuring data fit for use on analytics projects.,Pursue personal development of skills and knowledge for the effective performance of the role.,Other tasks or responsibilities assigned from time to time by management.","$6,000","$4,500",Monthly,"Access,Business Analysis,Business Intelligence,Data Analysis,Database Design,Databases,HTML,Integration,Management,Microsoft Excel,Microsoft SQL Server,Process Improvement,Program Management,Project Management,SDLC,SharePoint,SQL,T-SQL,Visio,Windows","Data Analyst, Data Management",Permanent
Company Undisclosed,Others,,Executive,https://www.mycareersfuture.sg/job/data-science-analyst-0da525c676d211d9393c5ce574aa4d62,,"3+ years of experience in preparing datasets (big data, preferably) and building statistical models.,Significant experience in marketing research and/or corporate environment is a plus,Bachelor's or Master’s degree in Statistics or Data Science,Strong understanding of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.,Advance skills and daily usage of big data software such as Tableau, Qilkview, Python, R,Advance skills in standard MR data tools such as SPSS, Excel, Q is a plus,Experience in using data mining tools/library such as Pyspider, MechanicalSoup, Beautiful Soup, Scrapy, rvest is a plus,Knowledge of SQL query, and experience in using DB tools such as DBeaver is a plus,Knowledge of digital marketing (i.e. Google Analytics, SEM, Programmatic Advertising) is a plus,High Level of professionalism and integrity,Drive to learn and master new technologies and techniques,Strong problem-solving skills – able to find various ways to solve problems and decide which solution to move forward,Ability to work under pressure and tight timings,Team oriented, but highly independent for their own projects,High level of organizational skills and ability to prioritize,Excellent verbal and written language skills for English (required)","Our client is a leading provider of real-time digital consumer insights and empowers companies to brainstorm ideas, uncover new business opportunities and answer their questions in real time. They are transforming the way marketing decisions are made by bringing consumers and brands together via the world’s largest social voting community of 13.4 million members across 68 countries.,This real-time access to consumers is coupled with its state-of-the-art, market research survey and analytics platform. Toluna has 22 offices in Europe, North America, Latin America, Asia Pacific, and MENA.,They are looking for a,Data Science,Analyst,to support growing demand for exciting digital research technology involving Big Data.,Key Responsibilities:,Understand the client’s business needs and how our technology can help,Lead the discussion with the client on the best solution,Build a project analysis framework for the business solution – create analysis plan, work on hypotheses to test, build models, etc.,Guide the team in the processing, cleansing, and verifying the integrity of data used,Apply data mining techniques and statistical analysis to uncover insights from data,Present results in a visual and client-ready manner using Toluna’s existing tools,Create standard procedures, process and best practices for the Big Data analysis to be used for current and succeeding projects","$6,300","$4,500",Monthly,"Active Directory,Cloud Computing,Integration,IT Management,IT Service Management,ITIL,Java,Linux,Management,Project Management,Security,Servers,Software Development,SQL,System Administration,Troubleshooting,Virtualization,VMware,Windows,Windows Server",Data Science Analyst,Permanent
TRAVELOKA SERVICES PTE. LTD.,Information Technology,,Junior Executive,https://www.mycareersfuture.sg/job/mid-level-data-analyst-traveloka-services-0b8be8fb990807c9e3e2f035cd12504a,,"We are looking for someone with:,Passion in data analysis, mathematics, statistics, modeling, or pattern recognition,Strong business acumen, able to translate data to business insights,Knowledge in data structures and algorithms for processing large data,3+ years of experience in data modeling,Strong analytical, mathematical, and communication skills,Critical thinking and strong attention to details,Bachelor's degree in technical major is preferred","Data Analyst at Traveloka is at the forefront of using data for building value by discovering insights about businesses, product conversions, market behaviors, and others. You will be defining, collecting, processing, analyzing data across divisions and work with teams for driving the company, its products, and its operation forward through data.","$7,600","$4,300",Monthly,".NET,Agile Methodologies,ASP.NET,Business Analysis,Business Intelligence,C#,Databases,HTML,Integration,Java,JavaScript,Microsoft SQL Server,Oracle,Project Management,Requirements Analysis,SDLC,Software Development,SQL,Web Services,XML",Mid Level Data Analyst,Permanent
CAREER TREND PTE. LTD.,Information Technology,,Executive,https://www.mycareersfuture.sg/job/hr-data-analyst-mnc-central-5-days-week-1-year-contract-career-trend-0c3a69063a22450c81d26565c20cce5f,"THE ADELPHI, 1 COLEMAN STREET 179803","5-7 years of experience in a technology based MNC.,• Experience in,data analysis, including understand data structure, handling multiple data source, inspection, cleansing, understanding data structure, multiple system platform integration and transforming data.,• Proficiency in SQL, Publisher, Oracle Fusion OTBI, SAP,IBM Cognos TM1,,Microsoft Office (Macro, Access, Word, Excel, Powerpoint).,•,Degree in Computer Science or related discipline,• Independent, result-oriented, meticulous with analytical ability.,• Well organised and disciplined in maintaining documentation,• Proactively identify data issues, ability to provide resolution to correct data to ensure data integrity.,• Self-motivated, attentive to details with good interpersonal skills.,If you are keen in this position, kindly send your resume to ec@careertrend.com.sg,(Eileen Chin, EA Personnel Registration No.: R1108737)","Responsible in supporting to develop and implementation of HR data governance framework across group of companies to ensure data quality and standard of HRIS., Provide system and process governance with the objective of maintaining a regional system with standardization of HR Processes, Proactively seek opportunity to standardize data definition and data field to continue improve data quality., Gather data to examine, identifies data gaps for data patching., Identifies data patterns & trends, and provides insights to exchange business decision making capability in business planning, process improvement, and solutions assessment., Audit data to ensure the information is captured meaningfully., Serves as Human Resources analytical expert in support of building report, processes, data mining to business decision making.,,Provide guidance to HR community on data definition, rules, policies accordance to governance framework or SOP on preparation of statistics, reports, data analysis and interpretation., Provide mentorship to HR community on data related programmes, such as report generation, data mining to draw insights and trends to make sense of data., Drive data governance awareness program across group of companies to ensure data quality and integrity., Prepare, maintain and present data quality reports as required.","$5,500","$4,000",Monthly,"Active Directory,Cisco Technologies,Data Center,Disaster Recovery,Firewalls,Integration,Network Administration,Network Engineering,Network Security,Networking,Routers,Security,Servers,Switches,TCP/IP,Telecommunications,Troubleshooting,VPN,WAN,Windows Server",HR Data Analyst / MNC / Central / 5 days week / 1 year contract,Contract
ASPIRE NXT PTE. LTD.,"Consulting , Information Technology",,Senior Executive,https://www.mycareersfuture.sg/job/senior-data-analyst-aspire-nxt-b94abacf468080634ad881ada1ff48ae,,"Requirements,3+ years relevant industry experience,M.Sc./Ph.D. in Computer Science, Math or related disciplines,Expertise in the data science toolbox, e.g.,Programming and Scripting skills (C, C++, C#, Java, Python, Bash, etc),Analytics platforms (R, SaS, Octave/Matlab, etc),Strong analytical skills,Customer focused & Problem-solving skills,Possesses strong product/technology/industry knowledge,Statistical analysis and mathematical skills,Strives for professional development","Primary Responsibilities:,A member of our Data analyst / Science team is charged with understanding and prioritizing our business and customers’ most urgent data driven problems and opportunities, and use advanced mathematical methods and models to provide answers.,Our Data analysts / scientists develop new practices and methodologies for working with the different data warehouse technology, working closely with leading academics and industry experts – often as part of pilot projects. Team members also work with engineers to create new tools and features that support sophisticated machine learning and data science capabilities.,Responsibilities,Work, under little to no supervision on tight schedule projects, with internal and external teams to understand customer requirements and develop proposals and data-driven, AI solutions to address to those requirements,Lead and perform end-to-end steps involved in solution development, while establishing subject-matter expertise in key horizontal or vertical themes. Steps include preliminary data exploration and data preparation steps, variable/algorithm selection, model development/validation and scoring. Horizontal themes include: Marketing Analytics, Operations Research, Text Analytics, Graph Analytics, Hadoop, etc. Vertical themes include: Financial Services, Retail/CPG, Energy, Life Sciences, etc.,Independently develop and drive the model development lifecycle, testing of algorithms' efficacy (i.e., by applying to test/sampled data and assessing accuracy/fit/predictive strength) for differing analytical use-cases,Develop and apply a broad range of techniques and theories from statistics, machine learning, and business intelligence to deliver actionable business insights to prospects and customers based on large-scale data,Communicate and explain results and insights to business executives throughout projects’ life cycle,Lead the definition of project use-cases, scope definition, and ongoing interaction with customers and business partners to provide status updates and shares analytical insights,Collaborate with internal sales teams to educate prospects and customers on analytics offerings while leading pre-sales discussions by presenting on analytics service offering and technology stack,Generate new product requirements for the engineering group to enhance the analytics capabilities of the big data platform, in alignment with emerging subject-matter expertise,Serve as spokesperson on specialized projects and act as prime consultant on large projects and may be an informal team leader,Contribute to partnerships & relationships with third parties by developing/testing vertical/horizontal analytical solutions and product integrations","$7,500","$4,000",Monthly,"Analysis,Business Analysis,Clinical Data Management,Clinical Trials,Data Analysis,Data Management,Databases,Earth Science,EDC,GCP,Information Management,Leadership,Management,Microsoft Office,Microsoft SQL Server,Oracle Clinical,Program Management,Project Management,Research,SQL",SENIOR DATA ANALYST,Permanent
U3 INFOTECH PTE. LTD.,Information Technology,,Executive,https://www.mycareersfuture.sg/job/data-analyst-u3-infotech-2bdb6b319ad69afb6745fdee3e3d2355,"OUE DOWNTOWN, 6 SHENTON WAY 068809","Experience in a quantitative field such as Engineering, Analytics, Mathematics or Computer Sciences.,Experience with Python , Machine learning ,  R programming language.,Have designed and implemented digital analytics project(s) as part of school work or internship/job.,Have passion and enthusiasm to master new technology.","Creating predictive and prescriptive models that could have a positive impact on the business.,Developing and implementing ways to improve data reliability, efficiency and quality.,Supporting translation of data business needs into technical system requirements.,Developing and maintaining reports to support decision making.,Processing & Interpreting data to get actionable insights","$6,000","$4,000",Monthly,"Analysis,Business Analysis,Business Strategy,Corporate Finance,Data Analysis,Equities,Financial Analysis,Financial Modeling,Investment Banking,Investments,Leadership,Management,Microsoft Excel,Microsoft Office,Process Improvement,Project Management,Research,Strategic Planning,Strategy,Valuation",Data analyst,"Contract, Full Time"
EMERIO GLOBESOFT PTE. LTD.,Information Technology,,Professional,https://www.mycareersfuture.sg/job/data-analyst-emerio-globesoft-e0e7e3098911377e04e4dfc531402529,50 UBI CRESCENT 408568,"Minimum 2 years of experience in :,Proficient in one or more data analysis tools (R, Python, SQL, SPSS, etc.),Experience with one or more data visualization tools (Tableau, Power BI, Looker, etc.),Strong MS Office skill level (Excel, Word, Power Point)Interpersonal skills with ability to develop relationships across multiple business groups,Highly advanced analytical skills and ability to learn new reporting platforms","Discover, clean, integrate and extract information from huge internal data sources,Work with Microsoft Power BI and Power Pivot to analyze data and discover insights that will lead to actionable decisions","$6,000","$4,000",Monthly,"Agile Methodologies,Analysis,Business Analysis,Business Intelligence,Business Process,Databases,Integration,Java,Management,Microsoft SQL Server,Oracle,Process Improvement,Program Management,Project Management,Requirements Analysis,SDLC,Software Development,Software Project Management,SQL,Systems Analysis",Data Analyst,Contract
CHANDLER MACLEOD GROUP PTE. LTD.,Banking and Finance,,Senior Executive,https://www.mycareersfuture.sg/job/data-analyst-consumer-banking-chandler-macleod-group-a659eeb1ee73dad0c8e3c93ce7883e25,"KECK SENG TOWER, 133 CECIL STREET 069535","Requirements:,BSc. Degree with 3+ years of experience in data analysis role within banking or financial sector,Hands on experience in analysing large data sets using various platform or sources,Highly proficient in MS Excel,Analytical thinking, team player and ability to work under tight pressure,Keen to commit for,1-year contract,Successful candidate will be offered 1-year contract with 14-days annual leave, 14-days medical leave and medical insurance coverage,Interested parties please click ""Apply Now"",Chandler Macleod Group Pte Ltd, EA Licence: 11C3837,Reference Number: 19222_155489027032167,Contact Details:,Juzailah Khatmin,(EA Reg. No. R1110441),www.chandlermacleod.com","1 Year Contract,Changi Business Park,$5000 Monthly,As one of the world's most established commercial bank, they provide excellent platform for career growth and perspective for its people. In this role, you will be assigned to analyse and understand the complexity of consumer banking using large datasets collected. You should have strong track record in analysing large and complex datasets within banking industry with the ability to collate and present the information to stakeholders. This role will be a,1-year contract,and will be based in Changi Business Park.,Responsibilities:,You will be tasked to collate data from various sources and provide an in-depth analysis for a particular consumer banking product,Build score card for the team which will be based on various KPI measurement,Using data collected you will be working as a team to identify opportunities and reduce any redundancy needed,Provide an analysis and presentation for internal stakeholders","$6,000","$4,000",Monthly,"Analysis,Business Analysis,Business Strategy,Corporate Finance,Data Analysis,Equities,Financial Analysis,Financial Modeling,Investment Banking,Investments,Leadership,Management,Microsoft Excel,Microsoft Office,Process Improvement,Project Management,Research,Strategic Planning,Strategy,Valuation",Data Analyst - Consumer Banking,Contract
DENTSU AEGIS NETWORK HUB2050,Sciences / Laboratory / R&D,,Junior Executive,https://www.mycareersfuture.sg/job/data-science-analyst-dentsu-aegis-network-hub2050-15b2789db707ae6384b9c8b168cd18d3,"GUOCO TOWER, 1 WALLICH STREET 078881","​​We invite people passionate about data and artificial intelligence to join a growing team.,You have to be a,self-starter, hands-on builder and collaborative team player,. You can think on your feet, connect disparate dots, imagine connections and importantly, craft approaches to turn ideas and imagination into real capabilities, inspired by data. You are excited by your work going live in the market with clients and teams around the world.,Desired Skills and Experience,1+ years of experience in applied data science.,At least a Bachelor’s degree in Mathematics, Statistics, Computer Science, Engineering or Information Systems.,Familiar with Python programming, including pandas and NumPy libraries.,Working knowledge in machine learning / data mining.,Highly logical, systematic, independent and fast learner.,Self-starter and motivated.,Confident, responsible and can proactively think of and implement solutions to tricky problems.​","BACKGROUND:,About Dentsu Aegis Network,Dentsu Aegis Network helps clients build consumer relationships by communicating their products and brands effectively. Our distinctive and innovative range of products and services include marketing and communications strategies through digital marketing and creative execution, media planning and buying, creative services, technology applications, SEO, content creation, brand tracking and marketing analytics.,Find out more about us at https://www.dentsuaegisnetwork.com/,About Dentsu Aegis Network’s Global Data Innovation Centre,As the world of data continues to grow exponentially in the advent of connected devices, IoT, industrialised digitization of the economy and the way people move through digitized networks, Dentsu Aegis seeks to harness the power of data and transform this into intelligent applications, products and platforms.,The Dentsu Aegis Network Global Data Innovation Centre, hubbed in Singapore, is a strategic initiative to ensure that the Group stays at the forefront of the digital economy and develops global products which sit at the intersection of deep domain knowledge, consumer psychology, data and technology.,KEY ACCOUNTABILITIES:,As a Data Science Analyst, you will work closely with the Data Scientists and the engineering team to develop leading edge data analytics solutions and capabilities that uncovers insights from vast amounts of structured and unstructured data, through a combination of research and experimentation.,On a day to day basis, your responsibilities can comprise of:,Apply quantitative methods and build statistically valid and scalable algorithms that convey actionable conclusions from very large datasets. You should be able to synthesize scientific publications on statistical applications and then write programs to implement the applications that are most suitable for our data.,Complete tasks effectively and in a timely manner.","$8,000","$4,000",Monthly,"Analysis,Analytics,Business Development,Business Strategy,CRM,Customer Insight,Data Analysis,Digital Marketing,Management,Market Research,Marketing,Marketing Research,Marketing Strategy,Project Management,Qualitative Research,Quantitative Research,Research,Segmentation,Strategy,Team Management",Data Science Analyst,"Permanent, Full Time"
ALEXANDER MANN BPO SOLUTIONS (SINGAPORE) PTE. LTD.,Banking and Finance,,Professional,https://www.mycareersfuture.sg/job/operations-analyst-reference-data-services-merrill-lynch-global-services-422ce520e57bf0aed2e752533116aebe,"SGX CENTRE I, 2 SHENTON WAY 068804","Key Requirements,Strong team player who is adaptable and able to work on his/her own initiative.,Excellent communications skills with ability to build solid relationships with associates at all levels.,Ability to work accurately and efficiently under pressure in an environment where Control is paramount.,Must be organized and able to prioritize workload.,Self-motivated, able to work unsupervised and able to escalate effectively,Analytical skills,Good keyboard skills and sound working knowledge of MS Applications such as Word, Excel.,2 years prior experience working in Operations or 1 year prior experience working in Data-related role.","About Bank of America Merrill Lynch:,Our purpose as a firm is to make financial lives better, through the power of every connection. Across the world, we partner with leading corporate and institutional investors through our offices in more than 40 countries. In the U.S alone, we serve almost all Fortune 500 companies and approximately 59 million consumers and small-business customers. We provide a full suite of financial products and services, from banking and investments to asset and risk management. We cover a broad range of asset classes, making us a global leader in corporate and investment banking, sales and trading.,Connecting Asia Pacific to the World,Our Asia Pacific team is spread across 23 offices in 12 markets. We are focused on connecting Asia to the world and the world to Asia, using our global expertise to ensure success is shared between us, our clients and our communities. Our regional footprint covers 12 currencies, more than a dozen languages and five time zones, placing us firmly among the region’s leading financial services companies.,Bank of America Merrill Lynch is committed to attracting, recruiting and retaining top diverse talent from across the globe. Our diversity and inclusion mission is to actively promote an inclusive work environment where all employees have the opportunity to achieve personal success and contribute to the growth of our business. Each of our global Employee Networks bring together employees, create dialogue and awareness in support of our Diversity and Inclusion mission.,Bank of America Merrill Lynch is an equal opportunities employer.,Position Description,A Static Data Analyst is required to work within the Reference Data Services team as part of Securities Operations in the Global Markets business. The role involves maintaining static data in multiple in-house applications to facilitate trading and post-trade activity in a timely and accurate manner. The position requires excellent research skills, critical thinking, problem solving, and data analysis and data management. The candidate must be comfortable and willing to work in a fast paced environment with competing demands and capable of meeting strict deadlines.,Key Responsibilities,Completing new account setup,Resolving exceptions and data scrubbing,Calling over cash instructions to external clients,Act as control function to offshore team,Project contributions","$8,000","$4,000",Monthly,"Analysis,Business Strategy,Change Management,Customer Service,Government,Leadership,Management,Microsoft Office,Military,Policy,Program Management,Project Management,Project Planning,Public Speaking,Research,Strategic Planning,Strategy,Team Building,Team Leadership,Training",Operations Analyst - Reference Data Services,Permanent
NTUC ENTERPRISE CO-OPERATIVE LTD,Information Technology,,Executive,https://www.mycareersfuture.sg/job/business-analyst-ntuc-enterprise-co-operative-020e2a9bb2f95f34a656214bc96b2c9a,,"Master/Bachelor in Statistics, Data Analytics, Computer Science,At least 2 years of relevant experience,Experience using SQL and Tableau dashboarding,Advanced statistical techniques along with at least one of: R, Python, or similar is a plus","COMPANY DESCRIPTION,NTUC Enterprise is the holding entity and single largest shareholder of the NTUC Social Enterprises. NTUC Enterprise aims to create a greater social force to do good by harnessing the capabilities of the social enterprises to meet pressing social needs in areas like health and eldercare, childcare, daily essentials, cooked food and financial services. Serving over two million customers, NTUC Enterprise wants to enable and empower all in Singapore to live better and more meaningful lives.,RESPONSIBILITIES,The Analytics Centre transforms big data into actionable insights which enable the SEs to make decision that directly impact the outcomes of their business.,By identifying patterns and building models that help to interpret and predict the behaviors of different customer segments, we will uncover opportunities for partners to grow their business through more effective marketing, better product development and stronger customer engagement.,We are on the lookout for talented individuals to join us as Business Analysts. This role will work very closely with NTUC First Campus Corporate Development team, which is responsible for development and delivery of data analytics solutions to the organization.,As a thought and practice leader in the early childhood care and education field, NTUC First Campus (NFC) has been partnering working families to fulfil the promise of young children since 1977. We believe that every child, from every background, deserves opportunity to enjoy a high quality early childhood education for a good start in life.,NFC is one of the largest operator of preschool services in Singapore with more than 160 centres and 4,500 staff. Its portfolio of brands includes My First Skool, The Little Skool-House International and The Catepillar’s Cove. NFC also support the development of early childhood educators through its training institute (SEED) Other services include school-based student care services through its afterschool brand and parenting programs through its Parent’s College unit.,NFC seeks to leverage on its analytics capabilities to deliver better outcomes for parents, children and staff as to further its social mission.,Responsibilities:,Work closely with business units and corporate functions to understand priorities and develop analytical models to generate actionable insights that help inform those business decisions,Works with team leaders and members to solve client analytics problems and documents results and methodologies,Retrieve and clean data to make it usable from a variety of sources (and formats),Performs experimental design approaches to validate finding or test hypotheses.,Validates analysis by comparing appropriate samples,Present the results using visualization tools to stake holders,Make and present clear, data-driven, and actionable, recommendations to the business on new initiatives and areas for potential improvement,Work closely with the Centralized Analytics Center to inculcate best practices and standardize analytic approach","$7,000","$4,000",Monthly,"Analysis,Business Analysis,Business Intelligence,Business Process,Business Process Improvement,Business Strategy,Change Management,Data Analysis,Leadership,Management,Management Consulting,Microsoft Office,Process Improvement,Program Management,Project Management,Requirements Analysis,Requirements Gathering,SDLC,SQL,Strategy","Business Analyst (NTUC First Campus, Data Analytics)",Full Time
BLUE STAR INFOSTACK SOLUTIONS PTE. LTD.,Information Technology,,Executive,https://www.mycareersfuture.sg/job/data-engineer-blue-star-infostack-solutions-50e8e12c5cbb1f42d68a4060f5bca5e6,"ROBINSON SQUARE, 144 ROBINSON ROAD 068908","For experience candidates require at least 3 years of experience as Data Engineer Business application and system consulting,For Fresh Graduate: Require IT Graduation and knowledge in Data side,Database development and  data model design (Oracle/MS SQL/MySQL/PostgreSQL),ETL/ELT implementation and data integration,Business intelligence and reporting tools, eg. Tableau, Qlik, etc.,Modern open source data visualization tools, eg. D3js, superset, plotly, leaflet,etc.,Big data platform development (Hadoop/Hive/Hbase/Spark, etc.),REST/Web API development and management,Programming language (SQL/Java/Python/R),Design pattern, 12-factor app principle and modern cloud architecture","We require Data Engineer / Datawarehousing Consultant for our client in Singapore.,Requirement:,Position: Data Engineer / Datawarehousing Consultant,Type of position: 12 months contract and extensions,Location: Robinson Road, Singapore,No. of positions: 2,Start Date: ASAP,Required Basic qualification:,Degree in computing or any related discipline,Good analytical and problem-solving skills,Self-motivated and proactive, willing to learn new things,Good communication skills and strong team player,Preferred technical skills:,For experience candidates require at least 3 years of experience as Data Engineer Business application and system consulting,For Fresh Graduate: Require IT Graduation and knowledge in Data side,Database development and  data model design (Oracle/MS SQL/MySQL/PostgreSQL),ETL/ELT implementation and data integration,Business intelligence and reporting tools, eg. Tableau, Qlik, etc.,Modern open source data visualization tools, eg. D3js, superset, plotly, leaflet,etc.,Big data platform development (Hadoop/Hive/Hbase/Spark, etc.),REST/Web API development and management,Programming language (SQL/Java/Python/R),Design pattern, 12-factor app principle and modern cloud architecture","$4,500","$4,000",Monthly,"Access,Analysis,Analytics,Business Analysis,Business Intelligence,Data Analysis,Data Mining,Databases,Management,Matlab,Microsoft Excel,Microsoft Office,PowerPoint,Project Management,R,Research,SAS,SPSS,SQL,Statistics",Data Engineer,Contract
99 PTE. LTD.,Engineering,,Junior Executive,https://www.mycareersfuture.sg/job/data-analyst-99-2c1cd1db7ee7ac80264d94b0dc01481b,71 AYER RAJAH CRESCENT 139951,"What you are/have/will be:,2-3 years of working experience in a Business Intelligence or Analytics role is highly preferred, exceptional fresh graduates will be considered,Proficiency in SQL is a must,Familiarity with Python and R is a +,Ability to embrace both the charms of individuality and teamwork,Strong critical thinking with the ability to organise and prioritise data requirements and needs from business stakeholders in a logical manner,Detail oriented and able to work efficiently in a fast-paced team environment,Excited about learning new technologies and translating data into business solutions,Detail-oriented or someone who reads everything and will paste an html peace character somewhere in your application ;)","99.co is looking for a Data Analyst to join our diverse team of people who are passionate about taking the real estate industry properly into the age of technology through innovation and a desire to solve its multitude of challenges.,A numbers person, a communicator and a storyteller all in one, the analyst would partner closely with the product team to identify new opportunities and translate data to useful and actionable insights; steering and guiding the company in making an effective product and business decisions.,What you'll do:,Take ownership in delivering prompt, accurate and reliable data analysis in your area of ownership,Partner closely with product and business teams on strategic deep dives, plan data metrics, and ad-hoc data requests,Identify, analyse, and interpret trends or patterns in complex data sets,Source and analyse consumer and agent behaviour data to help us improve existing algorithms,Partner with business leads to understand, predict and provide solutions for the respective teams' data needs,Locate and define new process improvement opportunities,Taking lead on projects, as needed.","$4,000","$3,600",Monthly,".NET,Agile Methodologies,ASP.NET,Business Analysis,Business Intelligence,C#,Databases,HTML,Integration,Java,JavaScript,Microsoft SQL Server,Oracle,Project Management,Requirements Analysis,SDLC,Software Development,SQL,Web Services,XML",Data Analyst,"Permanent, Full Time"
GROUPM ASIA PACIFIC HOLDINGS PTE. LTD.,Advertising / Media ,,Senior Executive,https://www.mycareersfuture.sg/job/senior-data-analyst-groupm-asia-pacific-holdings-e0759a7119917c2401f261d37c13f98f,"CHINA SQUARE CENTRAL, 18 CROSS STREET 048423","Responsibilities of the role:,Essential skills, knowledge and experience:,Excellent knowledge of Excel, common econometrics packages and PowerPoint.,Strong analytical skills; ability to analyze raw data, manipulate the same, draw conclusions, and develop actionable recommendations.,Desirable skills, knowledge and experience:,Experience manipulating and processing media and marketing data (i.e. GRPs, Impressions, Reach, Clicks) from a variety of sources.,Skill in data visualization software such as Tableau, Datorama or Power BI etc.,An advanced understanding of time-series econometric modelling.,Knowledge in other relevant advanced software such as Access, VBA, Python (with pandas), SQL, R, SAS etc.,Experience in the manipulation of Nielsen or IRI data","Overview of job,You will support senior colleagues in achieving the efficient delivery of econometric analysis. Typical responsibilities and duties are the preparation of data (cleaning and performing required ETL operations), contributing to the building and interpretation of models and helping to write results and implications.,Reporting of the role,This role reports to the Project Manager,3 best things about the job:,Be part of a dynamic team, responsible for harnessing the power of data and technology to provide timely, actionable business insights to our clients,Be part of a global Centre of Excellence and work for clients across the globe,Learn and develop yourself in cutting edge technologies and platforms in the field of data and analytics,Measures of success –,In three months:,Undertake data extraction, manipulation, formatting and analysis,Analyze datasets to ensure that each KPI is understood and can be explained back to the team.,Ensure that all tables, charts and other information produced by you or others has been checked for accuracy and formatted to the standards before passing on to senior project team.,Provide support to more senior colleagues in data collection including the preparation and sending of data requests, chasing outstanding data and querying data with clients and agencies.,Help the broader team in writing intermediate presentation decks, like data validation.,In six months:,Assist in the building of comprehensive econometric models according to the project specification.,Validate models, identify areas of weakness, suggest and test improvements and ensure robustness and validity.,Help to run scenarios required to answer client objectives.,In 12 months:,Actively seek more efficient ways of doing things for yourself and others and turn suggestions into actions including in service and product development.,Demonstrate flexibility and work across multiple clients and projects at a time as directed by your project manager,About Singapore,GroupM Singapore operates in one of the most dynamic and exciting environments in the world. Although it is a small domestic market, there is a vibrant media industry which is undergoing rapid evolution as digital technology reshapes the way marketing supports advertisers’ needs. Being at the crossroads of Asia means that aside from the local clients and media owners, we also have a high proportion of multi-national clients and media owners.,As the largest media investment management company in Singapore with over 41% market share (Recma) and over 650 employees, GroupM Singapore is the premiere organisation to join and develop a career in.","$5,000","$3,600",Monthly,"Advertising,Blogging,Communications Planning,Digital Marketing,Editing,Journalism,Marketing,Marketing Communications,Marketing Strategy,Media Planning,Media Relations,New Media,Newsletters,Online Marketing,Public Relations,Public Speaking,Social Media,Social Media Marketing,Strategic Communications,Strategy",Senior Data Analyst,Full Time
